Home Team,Away Team,Bookmaker,Bet Type,Team,Odds
Duquesne Dukes,Fordham Rams,LowVig.ag,spreads,Fordham Rams,1.94
Duquesne Dukes,Fordham Rams,FanDuel,h2h,Duquesne Dukes,1.36
Duquesne Dukes,Fordham Rams,FanDuel,h2h,Fordham Rams,3.25
Duquesne Dukes,Fordham Rams,FanDuel,spreads,Duquesne Dukes,1.91
Duquesne Dukes,Fordham Rams,FanDuel,spreads,Fordham Rams,1.91
Duquesne Dukes,Fordham Rams,DraftKings,h2h,Duquesne Dukes,1.34
Duquesne Dukes,Fordham Rams,DraftKings,h2h,Fordham Rams,3.4
Duquesne Dukes,Fordham Rams,DraftKings,spreads,Duquesne Dukes,1.89
Duquesne Dukes,Fordham Rams,DraftKings,spreads,Fordham Rams,1.93
Duquesne Dukes,Fordham Rams,BetUS,spreads,Duquesne Dukes,1.91
Duquesne Dukes,Fordham Rams,BetUS,spreads,Fordham Rams,1.91
East Tennessee St Buccaneers,UNC Greensboro Spartans,BetOnline.ag,spreads,East Tennessee St Buccaneers,1.91
East Tennessee St Buccaneers,UNC Greensboro Spartans,BetOnline.ag,spreads,UNC Greensboro Spartans,1.91
East Tennessee St Buccaneers,UNC Greensboro Spartans,LowVig.ag,spreads,East Tennessee St Buccaneers,1.94
East Tennessee St Buccaneers,UNC Greensboro Spartans,LowVig.ag,spreads,UNC Greensboro Spartans,1.94
East Tennessee St Buccaneers,UNC Greensboro Spartans,FanDuel,h2h,East Tennessee St Buccaneers,1.78
East Tennessee St Buccaneers,UNC Greensboro Spartans,FanDuel,h2h,UNC Greensboro Spartans,2.06
East Tennessee St Buccaneers,UNC Greensboro Spartans,FanDuel,spreads,East Tennessee St Buccaneers,1.83
East Tennessee St Buccaneers,UNC Greensboro Spartans,FanDuel,spreads,UNC Greensboro Spartans,1.98
East Tennessee St Buccaneers,UNC Greensboro Spartans,DraftKings,h2h,East Tennessee St Buccaneers,1.68
East Tennessee St Buccaneers,UNC Greensboro Spartans,DraftKings,h2h,UNC Greensboro Spartans,2.24
East Tennessee St Buccaneers,UNC Greensboro Spartans,DraftKings,spreads,East Tennessee St Buccaneers,1.93
East Tennessee St Buccaneers,UNC Greensboro Spartans,DraftKings,spreads,UNC Greensboro Spartans,1.89
East Tennessee St Buccaneers,UNC Greensboro Spartans,BetUS,spreads,East Tennessee St Buccaneers,1.91
East Tennessee St Buccaneers,UNC Greensboro Spartans,BetUS,spreads,UNC Greensboro Spartans,1.91
Indiana St Sycamores,Evansville Purple Aces,BetOnline.ag,spreads,Evansville Purple Aces,1.91
Indiana St Sycamores,Evansville Purple Aces,BetOnline.ag,spreads,Indiana St Sycamores,1.91
Indiana St Sycamores,Evansville Purple Aces,LowVig.ag,spreads,Evansville Purple Aces,1.94
Indiana St Sycamores,Evansville Purple Aces,LowVig.ag,spreads,Indiana St Sycamores,1.94
Indiana St Sycamores,Evansville Purple Aces,DraftKings,h2h,Evansville Purple Aces,3.45
Indiana St Sycamores,Evansville Purple Aces,DraftKings,h2h,Indiana St Sycamores,1.33
Indiana St Sycamores,Evansville Purple Aces,DraftKings,spreads,Evansville Purple Aces,1.87
Indiana St Sycamores,Evansville Purple Aces,DraftKings,spreads,Indiana St Sycamores,1.95
Indiana St Sycamores,Evansville Purple Aces,BetUS,spreads,Evansville Purple Aces,1.91
Indiana St Sycamores,Evansville Purple Aces,BetUS,spreads,Indiana St Sycamores,1.91
GW Revolutionaries,Saint Joseph's Hawks,BetOnline.ag,spreads,GW Revolutionaries,1.91
GW Revolutionaries,Saint Joseph's Hawks,BetOnline.ag,spreads,Saint Joseph's Hawks,1.91
GW Revolutionaries,Saint Joseph's Hawks,LowVig.ag,spreads,GW Revolutionaries,1.94
GW Revolutionaries,Saint Joseph's Hawks,LowVig.ag,spreads,Saint Joseph's Hawks,1.94
GW Revolutionaries,Saint Joseph's Hawks,FanDuel,h2h,GW Revolutionaries,1.93
GW Revolutionaries,Saint Joseph's Hawks,FanDuel,h2h,Saint Joseph's Hawks,1.9
GW Revolutionaries,Saint Joseph's Hawks,FanDuel,spreads,GW Revolutionaries,1.83
GW Revolutionaries,Saint Joseph's Hawks,FanDuel,spreads,Saint Joseph's Hawks,1.98
GW Revolutionaries,Saint Joseph's Hawks,DraftKings,h2h,GW Revolutionaries,1.98
GW Revolutionaries,Saint Joseph's Hawks,DraftKings,h2h,Saint Joseph's Hawks,1.85
GW Revolutionaries,Saint Joseph's Hawks,DraftKings,spreads,GW Revolutionaries,1.85
GW Revolutionaries,Saint Joseph's Hawks,DraftKings,spreads,Saint Joseph's Hawks,1.98
GW Revolutionaries,Saint Joseph's Hawks,BetUS,spreads,GW Revolutionaries,1.91
GW Revolutionaries,Saint Joseph's Hawks,BetUS,spreads,Saint Joseph's Hawks,1.91
Georgetown Hoyas,Providence Friars,BetOnline.ag,spreads,Georgetown Hoyas,1.91
Georgetown Hoyas,Providence Friars,BetOnline.ag,spreads,Providence Friars,1.91
Georgetown Hoyas,Providence Friars,LowVig.ag,spreads,Georgetown Hoyas,1.94
Georgetown Hoyas,Providence Friars,LowVig.ag,spreads,Providence Friars,1.94
Georgetown Hoyas,Providence Friars,DraftKings,h2h,Georgetown Hoyas,1.57
Georgetown Hoyas,Providence Friars,DraftKings,h2h,Providence Friars,2.45
Georgetown Hoyas,Providence Friars,DraftKings,spreads,Georgetown Hoyas,1.95
Georgetown Hoyas,Providence Friars,DraftKings,spreads,Providence Friars,1.87
Georgetown Hoyas,Providence Friars,FanDuel,h2h,Georgetown Hoyas,1.59
Georgetown Hoyas,Providence Friars,FanDuel,h2h,Providence Friars,2.4
Georgetown Hoyas,Providence Friars,FanDuel,spreads,Georgetown Hoyas,1.89
Georgetown Hoyas,Providence Friars,FanDuel,spreads,Providence Friars,1.93
Georgetown Hoyas,Providence Friars,BetRivers,h2h,Georgetown Hoyas,1.55
Georgetown Hoyas,Providence Friars,BetRivers,h2h,Providence Friars,2.48
Georgetown Hoyas,Providence Friars,BetRivers,spreads,Georgetown Hoyas,1.93
Georgetown Hoyas,Providence Friars,BetRivers,spreads,Providence Friars,1.88
Georgetown Hoyas,Providence Friars,BetUS,spreads,Georgetown Hoyas,1.91
Georgetown Hoyas,Providence Friars,BetUS,spreads,Providence Friars,1.91
Kentucky Wildcats,Vanderbilt Commodores,BetOnline.ag,spreads,Kentucky Wildcats,1.87
Kentucky Wildcats,Vanderbilt Commodores,BetOnline.ag,spreads,Vanderbilt Commodores,1.95
Kentucky Wildcats,Vanderbilt Commodores,LowVig.ag,spreads,Kentucky Wildcats,1.9
Kentucky Wildcats,Vanderbilt Commodores,LowVig.ag,spreads,Vanderbilt Commodores,1.99
Kentucky Wildcats,Vanderbilt Commodores,FanDuel,h2h,Kentucky Wildcats,1.41
Kentucky Wildcats,Vanderbilt Commodores,FanDuel,h2h,Vanderbilt Commodores,2.95
Kentucky Wildcats,Vanderbilt Commodores,FanDuel,spreads,Kentucky Wildcats,1.83
Kentucky Wildcats,Vanderbilt Commodores,FanDuel,spreads,Vanderbilt Commodores,1.98
Kentucky Wildcats,Vanderbilt Commodores,DraftKings,h2h,Kentucky Wildcats,1.36
Kentucky Wildcats,Vanderbilt Commodores,DraftKings,h2h,Vanderbilt Commodores,3.25
Kentucky Wildcats,Vanderbilt Commodores,DraftKings,spreads,Kentucky Wildcats,1.93
Kentucky Wildcats,Vanderbilt Commodores,DraftKings,spreads,Vanderbilt Commodores,1.89
Kentucky Wildcats,Vanderbilt Commodores,BetRivers,h2h,Kentucky Wildcats,1.38
Kentucky Wildcats,Vanderbilt Commodores,BetRivers,h2h,Vanderbilt Commodores,3.05
Kentucky Wildcats,Vanderbilt Commodores,BetRivers,spreads,Kentucky Wildcats,1.89
Kentucky Wildcats,Vanderbilt Commodores,BetRivers,spreads,Vanderbilt Commodores,1.92
Kentucky Wildcats,Vanderbilt Commodores,BetUS,spreads,Kentucky Wildcats,1.87
Kentucky Wildcats,Vanderbilt Commodores,BetUS,spreads,Vanderbilt Commodores,1.95
The Citadel Bulldogs,Mercer Bears,BetOnline.ag,spreads,Mercer Bears,1.91
The Citadel Bulldogs,Mercer Bears,BetOnline.ag,spreads,The Citadel Bulldogs,1.91
The Citadel Bulldogs,Mercer Bears,LowVig.ag,spreads,Mercer Bears,1.94
The Citadel Bulldogs,Mercer Bears,LowVig.ag,spreads,The Citadel Bulldogs,1.94
The Citadel Bulldogs,Mercer Bears,DraftKings,h2h,Mercer Bears,1.33
The Citadel Bulldogs,Mercer Bears,DraftKings,h2h,The Citadel Bulldogs,3.45
The Citadel Bulldogs,Mercer Bears,DraftKings,spreads,Mercer Bears,1.95
The Citadel Bulldogs,Mercer Bears,DraftKings,spreads,The Citadel Bulldogs,1.87
The Citadel Bulldogs,Mercer Bears,BetUS,spreads,Mercer Bears,1.91
The Citadel Bulldogs,Mercer Bears,BetUS,spreads,The Citadel Bulldogs,1.91
Murray St Racers,Southern Illinois Salukis,BetOnline.ag,spreads,Murray St Racers,1.95
Murray St Racers,Southern Illinois Salukis,BetOnline.ag,spreads,Southern Illinois Salukis,1.87
Murray St Racers,Southern Illinois Salukis,LowVig.ag,spreads,Murray St Racers,1.99
Murray St Racers,Southern Illinois Salukis,LowVig.ag,spreads,Southern Illinois Salukis,1.9
Murray St Racers,Southern Illinois Salukis,FanDuel,h2h,Murray St Racers,1.76
Murray St Racers,Southern Illinois Salukis,FanDuel,h2h,Southern Illinois Salukis,2.1
Murray St Racers,Southern Illinois Salukis,FanDuel,spreads,Murray St Racers,1.83
Murray St Racers,Southern Illinois Salukis,FanDuel,spreads,Southern Illinois Salukis,1.98
Murray St Racers,Southern Illinois Salukis,DraftKings,h2h,Murray St Racers,1.8
Murray St Racers,Southern Illinois Salukis,DraftKings,h2h,Southern Illinois Salukis,2.05
Murray St Racers,Southern Illinois Salukis,DraftKings,spreads,Murray St Racers,1.91
Murray St Racers,Southern Illinois Salukis,DraftKings,spreads,Southern Illinois Salukis,1.91
Murray St Racers,Southern Illinois Salukis,BetUS,spreads,Murray St Racers,1.95
Murray St Racers,Southern Illinois Salukis,BetUS,spreads,Southern Illinois Salukis,1.87
North Carolina Tar Heels,NC State Wolfpack,BetOnline.ag,spreads,NC State Wolfpack,1.91
North Carolina Tar Heels,NC State Wolfpack,BetOnline.ag,spreads,North Carolina Tar Heels,1.91
North Carolina Tar Heels,NC State Wolfpack,LowVig.ag,spreads,NC State Wolfpack,1.94
North Carolina Tar Heels,NC State Wolfpack,LowVig.ag,spreads,North Carolina Tar Heels,1.94
North Carolina Tar Heels,NC State Wolfpack,FanDuel,h2h,NC State Wolfpack,5.8
North Carolina Tar Heels,NC State Wolfpack,FanDuel,h2h,North Carolina Tar Heels,1.14
North Carolina Tar Heels,NC State Wolfpack,FanDuel,spreads,NC State Wolfpack,1.98
North Carolina Tar Heels,NC State Wolfpack,FanDuel,spreads,North Carolina Tar Heels,1.83
North Carolina Tar Heels,NC State Wolfpack,DraftKings,h2h,NC State Wolfpack,5.1
North Carolina Tar Heels,NC State Wolfpack,DraftKings,h2h,North Carolina Tar Heels,1.18
North Carolina Tar Heels,NC State Wolfpack,DraftKings,spreads,NC State Wolfpack,1.95
North Carolina Tar Heels,NC State Wolfpack,DraftKings,spreads,North Carolina Tar Heels,1.87
North Carolina Tar Heels,NC State Wolfpack,BetRivers,h2h,NC State Wolfpack,6.1
North Carolina Tar Heels,NC State Wolfpack,BetRivers,h2h,North Carolina Tar Heels,1.12
North Carolina Tar Heels,NC State Wolfpack,BetRivers,spreads,NC State Wolfpack,1.92
North Carolina Tar Heels,NC State Wolfpack,BetRivers,spreads,North Carolina Tar Heels,1.89
North Carolina Tar Heels,NC State Wolfpack,BetUS,spreads,NC State Wolfpack,1.91
North Carolina Tar Heels,NC State Wolfpack,BetUS,spreads,North Carolina Tar Heels,1.91
Notre Dame Fighting Irish,SMU Mustangs,BetOnline.ag,spreads,Notre Dame Fighting Irish,1.91
Notre Dame Fighting Irish,SMU Mustangs,BetOnline.ag,spreads,SMU Mustangs,1.91
Notre Dame Fighting Irish,SMU Mustangs,LowVig.ag,spreads,Notre Dame Fighting Irish,1.94
Notre Dame Fighting Irish,SMU Mustangs,LowVig.ag,spreads,SMU Mustangs,1.94
Notre Dame Fighting Irish,SMU Mustangs,FanDuel,h2h,Notre Dame Fighting Irish,2.1
Notre Dame Fighting Irish,SMU Mustangs,FanDuel,h2h,SMU Mustangs,1.76
Notre Dame Fighting Irish,SMU Mustangs,FanDuel,spreads,Notre Dame Fighting Irish,1.87
Notre Dame Fighting Irish,SMU Mustangs,FanDuel,spreads,SMU Mustangs,1.95
Notre Dame Fighting Irish,SMU Mustangs,DraftKings,h2h,Notre Dame Fighting Irish,2.14
Notre Dame Fighting Irish,SMU Mustangs,DraftKings,h2h,SMU Mustangs,1.74
Notre Dame Fighting Irish,SMU Mustangs,DraftKings,spreads,Notre Dame Fighting Irish,1.95
Notre Dame Fighting Irish,SMU Mustangs,DraftKings,spreads,SMU Mustangs,1.87
Notre Dame Fighting Irish,SMU Mustangs,BetRivers,h2h,Notre Dame Fighting Irish,2.25
Notre Dame Fighting Irish,SMU Mustangs,BetRivers,h2h,SMU Mustangs,1.66
Notre Dame Fighting Irish,SMU Mustangs,BetRivers,spreads,Notre Dame Fighting Irish,1.92
Notre Dame Fighting Irish,SMU Mustangs,BetRivers,spreads,SMU Mustangs,1.89
Notre Dame Fighting Irish,SMU Mustangs,BetUS,spreads,Notre Dame Fighting Irish,1.91
Notre Dame Fighting Irish,SMU Mustangs,BetUS,spreads,SMU Mustangs,1.91
Belmont Bruins,Northern Iowa Panthers,BetOnline.ag,spreads,Belmont Bruins,1.91
Belmont Bruins,Northern Iowa Panthers,BetOnline.ag,spreads,Northern Iowa Panthers,1.91
Belmont Bruins,Northern Iowa Panthers,LowVig.ag,spreads,Belmont Bruins,1.94
Belmont Bruins,Northern Iowa Panthers,LowVig.ag,spreads,Northern Iowa Panthers,1.94
Belmont Bruins,Northern Iowa Panthers,FanDuel,h2h,Belmont Bruins,1.88
Belmont Bruins,Northern Iowa Panthers,FanDuel,h2h,Northern Iowa Panthers,1.95
Belmont Bruins,Northern Iowa Panthers,FanDuel,spreads,Belmont Bruins,1.96
Belmont Bruins,Northern Iowa Panthers,FanDuel,spreads,Northern Iowa Panthers,1.85
Belmont Bruins,Northern Iowa Panthers,DraftKings,h2h,Belmont Bruins,1.85
Belmont Bruins,Northern Iowa Panthers,DraftKings,h2h,Northern Iowa Panthers,1.98
Belmont Bruins,Northern Iowa Panthers,DraftKings,spreads,Belmont Bruins,1.98
Belmont Bruins,Northern Iowa Panthers,DraftKings,spreads,Northern Iowa Panthers,1.85
Belmont Bruins,Northern Iowa Panthers,BetUS,spreads,Belmont Bruins,1.91
Belmont Bruins,Northern Iowa Panthers,BetUS,spreads,Northern Iowa Panthers,1.91
Drake Bulldogs,UIC Flames,BetOnline.ag,spreads,Drake Bulldogs,1.87
Drake Bulldogs,UIC Flames,BetOnline.ag,spreads,UIC Flames,1.95
Drake Bulldogs,UIC Flames,LowVig.ag,spreads,Drake Bulldogs,1.9
Drake Bulldogs,UIC Flames,LowVig.ag,spreads,UIC Flames,1.99
Drake Bulldogs,UIC Flames,FanDuel,h2h,Drake Bulldogs,1.15
Drake Bulldogs,UIC Flames,FanDuel,h2h,UIC Flames,5.6
Drake Bulldogs,UIC Flames,FanDuel,spreads,Drake Bulldogs,1.87
Drake Bulldogs,UIC Flames,FanDuel,spreads,UIC Flames,1.95
Drake Bulldogs,UIC Flames,DraftKings,h2h,Drake Bulldogs,1.2
Drake Bulldogs,UIC Flames,DraftKings,h2h,UIC Flames,4.8
Drake Bulldogs,UIC Flames,DraftKings,spreads,Drake Bulldogs,1.93
Drake Bulldogs,UIC Flames,DraftKings,spreads,UIC Flames,1.89
Drake Bulldogs,UIC Flames,BetUS,spreads,Drake Bulldogs,1.87
Drake Bulldogs,UIC Flames,BetUS,spreads,UIC Flames,1.95
Tulane Green Wave,East Carolina Pirates,BetOnline.ag,spreads,East Carolina Pirates,1.91
Tulane Green Wave,East Carolina Pirates,BetOnline.ag,spreads,Tulane Green Wave,1.91
Tulane Green Wave,East Carolina Pirates,LowVig.ag,spreads,East Carolina Pirates,1.94
Tulane Green Wave,East Carolina Pirates,LowVig.ag,spreads,Tulane Green Wave,1.94
Tulane Green Wave,East Carolina Pirates,FanDuel,h2h,East Carolina Pirates,2.08
Tulane Green Wave,East Carolina Pirates,FanDuel,h2h,Tulane Green Wave,1.77
Tulane Green Wave,East Carolina Pirates,FanDuel,spreads,East Carolina Pirates,1.95
Tulane Green Wave,East Carolina Pirates,FanDuel,spreads,Tulane Green Wave,1.87
Tulane Green Wave,East Carolina Pirates,DraftKings,h2h,East Carolina Pirates,2.2
Tulane Green Wave,East Carolina Pirates,DraftKings,h2h,Tulane Green Wave,1.7
Tulane Green Wave,East Carolina Pirates,DraftKings,spreads,East Carolina Pirates,1.85
Tulane Green Wave,East Carolina Pirates,DraftKings,spreads,Tulane Green Wave,1.98
Tulane Green Wave,East Carolina Pirates,BetRivers,h2h,East Carolina Pirates,2.02
Tulane Green Wave,East Carolina Pirates,BetRivers,h2h,Tulane Green Wave,1.82
Tulane Green Wave,East Carolina Pirates,BetRivers,spreads,East Carolina Pirates,1.85
Tulane Green Wave,East Carolina Pirates,BetRivers,spreads,Tulane Green Wave,1.96
Tulane Green Wave,East Carolina Pirates,BetUS,spreads,East Carolina Pirates,1.91
Tulane Green Wave,East Carolina Pirates,BetUS,spreads,Tulane Green Wave,1.91
Samford Bulldogs,Furman Paladins,BetOnline.ag,spreads,Furman Paladins,1.91
Samford Bulldogs,Furman Paladins,BetOnline.ag,spreads,Samford Bulldogs,1.91
Samford Bulldogs,Furman Paladins,LowVig.ag,spreads,Furman Paladins,1.94
Samford Bulldogs,Furman Paladins,LowVig.ag,spreads,Samford Bulldogs,1.94
Samford Bulldogs,Furman Paladins,FanDuel,h2h,Furman Paladins,3.55
Samford Bulldogs,Furman Paladins,FanDuel,h2h,Samford Bulldogs,1.31
Samford Bulldogs,Furman Paladins,FanDuel,spreads,Furman Paladins,1.91
Samford Bulldogs,Furman Paladins,FanDuel,spreads,Samford Bulldogs,1.91
Samford Bulldogs,Furman Paladins,DraftKings,h2h,Furman Paladins,3.4
Samford Bulldogs,Furman Paladins,DraftKings,h2h,Samford Bulldogs,1.34
Samford Bulldogs,Furman Paladins,DraftKings,spreads,Furman Paladins,1.87
Samford Bulldogs,Furman Paladins,DraftKings,spreads,Samford Bulldogs,1.95
Samford Bulldogs,Furman Paladins,BetUS,spreads,Furman Paladins,1.91
Samford Bulldogs,Furman Paladins,BetUS,spreads,Samford Bulldogs,1.91
Arkansas St Red Wolves,South Alabama Jaguars,BetOnline.ag,spreads,Arkansas St Red Wolves,1.91
Arkansas St Red Wolves,South Alabama Jaguars,BetOnline.ag,spreads,South Alabama Jaguars,1.91
Arkansas St Red Wolves,South Alabama Jaguars,LowVig.ag,spreads,Arkansas St Red Wolves,1.94
Arkansas St Red Wolves,South Alabama Jaguars,LowVig.ag,spreads,South Alabama Jaguars,1.94
Arkansas St Red Wolves,South Alabama Jaguars,DraftKings,h2h,Arkansas St Red Wolves,1.28
Arkansas St Red Wolves,South Alabama Jaguars,DraftKings,h2h,South Alabama Jaguars,3.85
Arkansas St Red Wolves,South Alabama Jaguars,DraftKings,spreads,Arkansas St Red Wolves,1.93
Arkansas St Red Wolves,South Alabama Jaguars,DraftKings,spreads,South Alabama Jaguars,1.89
Arkansas St Red Wolves,South Alabama Jaguars,BetUS,spreads,Arkansas St Red Wolves,1.91
Arkansas St Red Wolves,South Alabama Jaguars,BetUS,spreads,South Alabama Jaguars,1.91
Illinois St Redbirds,Bradley Braves,BetOnline.ag,spreads,Bradley Braves,1.91
Illinois St Redbirds,Bradley Braves,BetOnline.ag,spreads,Illinois St Redbirds,1.91
Illinois St Redbirds,Bradley Braves,LowVig.ag,spreads,Bradley Braves,1.94
Illinois St Redbirds,Bradley Braves,LowVig.ag,spreads,Illinois St Redbirds,1.94
Illinois St Redbirds,Bradley Braves,FanDuel,h2h,Bradley Braves,1.93
Illinois St Redbirds,Bradley Braves,FanDuel,h2h,Illinois St Redbirds,1.9
Illinois St Redbirds,Bradley Braves,FanDuel,spreads,Bradley Braves,1.83
Illinois St Redbirds,Bradley Braves,FanDuel,spreads,Illinois St Redbirds,1.98
Illinois St Redbirds,Bradley Braves,DraftKings,h2h,Bradley Braves,1.82
Illinois St Redbirds,Bradley Braves,DraftKings,h2h,Illinois St Redbirds,2.02
Illinois St Redbirds,Bradley Braves,DraftKings,spreads,Bradley Braves,1.95
Illinois St Redbirds,Bradley Braves,DraftKings,spreads,Illinois St Redbirds,1.87
Illinois St Redbirds,Bradley Braves,BetUS,spreads,Bradley Braves,1.91
Illinois St Redbirds,Bradley Braves,BetUS,spreads,Illinois St Redbirds,1.91
Valparaiso Beacons,Missouri St Bears,BetOnline.ag,spreads,Missouri St Bears,1.91
Valparaiso Beacons,Missouri St Bears,BetOnline.ag,spreads,Valparaiso Beacons,1.91
Valparaiso Beacons,Missouri St Bears,LowVig.ag,spreads,Missouri St Bears,1.94
Valparaiso Beacons,Missouri St Bears,LowVig.ag,spreads,Valparaiso Beacons,1.94
Valparaiso Beacons,Missouri St Bears,FanDuel,h2h,Missouri St Bears,2.12
Valparaiso Beacons,Missouri St Bears,FanDuel,h2h,Valparaiso Beacons,1.75
Valparaiso Beacons,Missouri St Bears,FanDuel,spreads,Missouri St Bears,1.87
Valparaiso Beacons,Missouri St Bears,FanDuel,spreads,Valparaiso Beacons,1.95
Valparaiso Beacons,Missouri St Bears,DraftKings,h2h,Missouri St Bears,2.2
Valparaiso Beacons,Missouri St Bears,DraftKings,h2h,Valparaiso Beacons,1.7
Valparaiso Beacons,Missouri St Bears,DraftKings,spreads,Missouri St Bears,1.87
Valparaiso Beacons,Missouri St Bears,DraftKings,spreads,Valparaiso Beacons,1.95
Valparaiso Beacons,Missouri St Bears,BetUS,spreads,Missouri St Bears,1.91
Valparaiso Beacons,Missouri St Bears,BetUS,spreads,Valparaiso Beacons,1.91
South Dakota St Jackrabbits,North Dakota St Bison,BetOnline.ag,spreads,North Dakota St Bison,1.95
South Dakota St Jackrabbits,North Dakota St Bison,BetOnline.ag,spreads,South Dakota St Jackrabbits,1.87
South Dakota St Jackrabbits,North Dakota St Bison,LowVig.ag,spreads,North Dakota St Bison,1.99
South Dakota St Jackrabbits,North Dakota St Bison,LowVig.ag,spreads,South Dakota St Jackrabbits,1.9
South Dakota St Jackrabbits,North Dakota St Bison,FanDuel,h2h,North Dakota St Bison,3.45
South Dakota St Jackrabbits,North Dakota St Bison,FanDuel,h2h,South Dakota St Jackrabbits,1.32
South Dakota St Jackrabbits,North Dakota St Bison,FanDuel,spreads,North Dakota St Bison,1.91
South Dakota St Jackrabbits,North Dakota St Bison,FanDuel,spreads,South Dakota St Jackrabbits,1.91
South Dakota St Jackrabbits,North Dakota St Bison,DraftKings,h2h,North Dakota St Bison,3.6
South Dakota St Jackrabbits,North Dakota St Bison,DraftKings,h2h,South Dakota St Jackrabbits,1.31
South Dakota St Jackrabbits,North Dakota St Bison,DraftKings,spreads,North Dakota St Bison,1.93
South Dakota St Jackrabbits,North Dakota St Bison,DraftKings,spreads,South Dakota St Jackrabbits,1.89
South Dakota St Jackrabbits,North Dakota St Bison,BetUS,spreads,North Dakota St Bison,1.95
South Dakota St Jackrabbits,North Dakota St Bison,BetUS,spreads,South Dakota St Jackrabbits,1.87
North Texas Mean Green,Tulsa Golden Hurricane,BetOnline.ag,spreads,North Texas Mean Green,1.91
North Texas Mean Green,Tulsa Golden Hurricane,BetOnline.ag,spreads,Tulsa Golden Hurricane,1.91
North Texas Mean Green,Tulsa Golden Hurricane,LowVig.ag,spreads,North Texas Mean Green,1.94
North Texas Mean Green,Tulsa Golden Hurricane,LowVig.ag,spreads,Tulsa Golden Hurricane,1.94
North Texas Mean Green,Tulsa Golden Hurricane,FanDuel,h2h,North Texas Mean Green,1.06
North Texas Mean Green,Tulsa Golden Hurricane,FanDuel,h2h,Tulsa Golden Hurricane,9.6
North Texas Mean Green,Tulsa Golden Hurricane,FanDuel,spreads,North Texas Mean Green,1.91
North Texas Mean Green,Tulsa Golden Hurricane,FanDuel,spreads,Tulsa Golden Hurricane,1.91
North Texas Mean Green,Tulsa Golden Hurricane,DraftKings,h2h,North Texas Mean Green,1.11
North Texas Mean Green,Tulsa Golden Hurricane,DraftKings,h2h,Tulsa Golden Hurricane,7.0
North Texas Mean Green,Tulsa Golden Hurricane,DraftKings,spreads,North Texas Mean Green,1.85
North Texas Mean Green,Tulsa Golden Hurricane,DraftKings,spreads,Tulsa Golden Hurricane,1.98
North Texas Mean Green,Tulsa Golden Hurricane,BetUS,spreads,North Texas Mean Green,1.91
North Texas Mean Green,Tulsa Golden Hurricane,BetUS,spreads,Tulsa Golden Hurricane,1.91
UMKC Kangaroos,Omaha Mavericks,BetOnline.ag,spreads,Omaha Mavericks,1.91
UMKC Kangaroos,Omaha Mavericks,BetOnline.ag,spreads,UMKC Kangaroos,1.91
UMKC Kangaroos,Omaha Mavericks,LowVig.ag,spreads,Omaha Mavericks,1.94
UMKC Kangaroos,Omaha Mavericks,LowVig.ag,spreads,UMKC Kangaroos,1.94
UMKC Kangaroos,Omaha Mavericks,DraftKings,h2h,Omaha Mavericks,1.98
UMKC Kangaroos,Omaha Mavericks,DraftKings,h2h,UMKC Kangaroos,1.85
UMKC Kangaroos,Omaha Mavericks,DraftKings,spreads,Omaha Mavericks,1.85
UMKC Kangaroos,Omaha Mavericks,DraftKings,spreads,UMKC Kangaroos,1.98
UMKC Kangaroos,Omaha Mavericks,BetUS,spreads,Omaha Mavericks,1.91
UMKC Kangaroos,Omaha Mavericks,BetUS,spreads,UMKC Kangaroos,1.91
Rice Owls,UAB Blazers,BetOnline.ag,spreads,Rice Owls,1.91
Rice Owls,UAB Blazers,BetOnline.ag,spreads,UAB Blazers,1.91
Rice Owls,UAB Blazers,LowVig.ag,spreads,Rice Owls,1.94
Rice Owls,UAB Blazers,LowVig.ag,spreads,UAB Blazers,1.94
Rice Owls,UAB Blazers,FanDuel,h2h,Rice Owls,2.34
Rice Owls,UAB Blazers,FanDuel,h2h,UAB Blazers,1.62
Rice Owls,UAB Blazers,FanDuel,spreads,Rice Owls,1.91
Rice Owls,UAB Blazers,FanDuel,spreads,UAB Blazers,1.91
Rice Owls,UAB Blazers,DraftKings,h2h,Rice Owls,2.5
Rice Owls,UAB Blazers,DraftKings,h2h,UAB Blazers,1.56
Rice Owls,UAB Blazers,DraftKings,spreads,Rice Owls,1.93
Rice Owls,UAB Blazers,DraftKings,spreads,UAB Blazers,1.89
Rice Owls,UAB Blazers,BetUS,spreads,Rice Owls,1.91
Rice Owls,UAB Blazers,BetUS,spreads,UAB Blazers,1.91
South Dakota Coyotes,St. Thomas (MN) Tommies,BetOnline.ag,spreads,South Dakota Coyotes,1.87
South Dakota Coyotes,St. Thomas (MN) Tommies,BetOnline.ag,spreads,St. Thomas (MN) Tommies,1.95
South Dakota Coyotes,St. Thomas (MN) Tommies,LowVig.ag,spreads,South Dakota Coyotes,1.9
South Dakota Coyotes,St. Thomas (MN) Tommies,LowVig.ag,spreads,St. Thomas (MN) Tommies,1.99
South Dakota Coyotes,St. Thomas (MN) Tommies,DraftKings,h2h,South Dakota Coyotes,2.6
South Dakota Coyotes,St. Thomas (MN) Tommies,DraftKings,h2h,St. Thomas (MN) Tommies,1.52
South Dakota Coyotes,St. Thomas (MN) Tommies,DraftKings,spreads,South Dakota Coyotes,1.98
