Home Team,Away Team,Bookmaker,Bet Type,Team,Odds
Boston College Eagles,Virginia Tech Hokies,DraftKings,h2h,Virginia Tech Hokies,1.83
Boston College Eagles,Virginia Tech Hokies,DraftKings,spreads,Boston College Eagles,1.87
Boston College Eagles,Virginia Tech Hokies,DraftKings,spreads,Virginia Tech Hokies,1.95
Boston College Eagles,Virginia Tech Hokies,BetUS,h2h,Boston College Eagles,2.05
Boston College Eagles,Virginia Tech Hokies,BetUS,h2h,Virginia Tech Hokies,1.8
Boston College Eagles,Virginia Tech Hokies,BetUS,spreads,Boston College Eagles,1.91
Boston College Eagles,Virginia Tech Hokies,BetUS,spreads,Virginia Tech Hokies,1.91
Boston College Eagles,Virginia Tech Hokies,BetMGM,h2h,Boston College Eagles,2.05
Boston College Eagles,Virginia Tech Hokies,BetMGM,h2h,Virginia Tech Hokies,1.8
Boston College Eagles,Virginia Tech Hokies,BetMGM,spreads,Boston College Eagles,1.91
Boston College Eagles,Virginia Tech Hokies,BetMGM,spreads,Virginia Tech Hokies,1.91
Boston College Eagles,Virginia Tech Hokies,Bovada,h2h,Boston College Eagles,1.95
Boston College Eagles,Virginia Tech Hokies,Bovada,h2h,Virginia Tech Hokies,1.87
Boston College Eagles,Virginia Tech Hokies,Bovada,spreads,Boston College Eagles,1.91
Boston College Eagles,Virginia Tech Hokies,Bovada,spreads,Virginia Tech Hokies,1.91
Boston College Eagles,Virginia Tech Hokies,BetRivers,h2h,Boston College Eagles,2.07
Boston College Eagles,Virginia Tech Hokies,BetRivers,h2h,Virginia Tech Hokies,1.78
Boston College Eagles,Virginia Tech Hokies,BetRivers,spreads,Boston College Eagles,1.93
Boston College Eagles,Virginia Tech Hokies,BetRivers,spreads,Virginia Tech Hokies,1.88
Colorado St Rams,Nevada Wolf Pack,BetOnline.ag,h2h,Colorado St Rams,1.61
Colorado St Rams,Nevada Wolf Pack,BetOnline.ag,h2h,Nevada Wolf Pack,2.44
Colorado St Rams,Nevada Wolf Pack,BetOnline.ag,spreads,Colorado St Rams,1.93
Colorado St Rams,Nevada Wolf Pack,BetOnline.ag,spreads,Nevada Wolf Pack,1.89
Colorado St Rams,Nevada Wolf Pack,LowVig.ag,h2h,Colorado St Rams,1.61
Colorado St Rams,Nevada Wolf Pack,LowVig.ag,h2h,Nevada Wolf Pack,2.44
Colorado St Rams,Nevada Wolf Pack,LowVig.ag,spreads,Colorado St Rams,1.96
Colorado St Rams,Nevada Wolf Pack,LowVig.ag,spreads,Nevada Wolf Pack,1.93
Colorado St Rams,Nevada Wolf Pack,FanDuel,h2h,Colorado St Rams,1.61
Colorado St Rams,Nevada Wolf Pack,FanDuel,h2h,Nevada Wolf Pack,2.36
Colorado St Rams,Nevada Wolf Pack,FanDuel,spreads,Colorado St Rams,1.91
Colorado St Rams,Nevada Wolf Pack,FanDuel,spreads,Nevada Wolf Pack,1.91
Colorado St Rams,Nevada Wolf Pack,DraftKings,h2h,Colorado St Rams,1.59
Colorado St Rams,Nevada Wolf Pack,DraftKings,h2h,Nevada Wolf Pack,2.42
Colorado St Rams,Nevada Wolf Pack,DraftKings,spreads,Colorado St Rams,1.89
Colorado St Rams,Nevada Wolf Pack,DraftKings,spreads,Nevada Wolf Pack,1.93
Colorado St Rams,Nevada Wolf Pack,BetUS,h2h,Colorado St Rams,1.59
Colorado St Rams,Nevada Wolf Pack,BetUS,h2h,Nevada Wolf Pack,2.46
Colorado St Rams,Nevada Wolf Pack,BetUS,spreads,Colorado St Rams,1.91
Colorado St Rams,Nevada Wolf Pack,BetUS,spreads,Nevada Wolf Pack,1.91
Colorado St Rams,Nevada Wolf Pack,BetMGM,h2h,Colorado St Rams,1.61
Colorado St Rams,Nevada Wolf Pack,BetMGM,h2h,Nevada Wolf Pack,2.35
Colorado St Rams,Nevada Wolf Pack,BetMGM,spreads,Colorado St Rams,1.91
Colorado St Rams,Nevada Wolf Pack,BetMGM,spreads,Nevada Wolf Pack,1.91
Colorado St Rams,Nevada Wolf Pack,Bovada,h2h,Colorado St Rams,1.61
Colorado St Rams,Nevada Wolf Pack,Bovada,h2h,Nevada Wolf Pack,2.4
Colorado St Rams,Nevada Wolf Pack,Bovada,spreads,Colorado St Rams,1.91
Colorado St Rams,Nevada Wolf Pack,Bovada,spreads,Nevada Wolf Pack,1.91
Colorado St Rams,Nevada Wolf Pack,BetRivers,h2h,Colorado St Rams,1.56
Colorado St Rams,Nevada Wolf Pack,BetRivers,h2h,Nevada Wolf Pack,2.45
Colorado St Rams,Nevada Wolf Pack,BetRivers,spreads,Colorado St Rams,1.91
Colorado St Rams,Nevada Wolf Pack,BetRivers,spreads,Nevada Wolf Pack,1.91
LSU Tigers,South Carolina Gamecocks,BetOnline.ag,h2h,LSU Tigers,1.7
LSU Tigers,South Carolina Gamecocks,BetOnline.ag,h2h,South Carolina Gamecocks,2.23
LSU Tigers,South Carolina Gamecocks,BetOnline.ag,spreads,LSU Tigers,1.87
LSU Tigers,South Carolina Gamecocks,BetOnline.ag,spreads,South Carolina Gamecocks,1.95
LSU Tigers,South Carolina Gamecocks,LowVig.ag,h2h,LSU Tigers,1.7
LSU Tigers,South Carolina Gamecocks,LowVig.ag,h2h,South Carolina Gamecocks,2.23
LSU Tigers,South Carolina Gamecocks,LowVig.ag,spreads,LSU Tigers,1.9
LSU Tigers,South Carolina Gamecocks,LowVig.ag,spreads,South Carolina Gamecocks,1.99
LSU Tigers,South Carolina Gamecocks,FanDuel,h2h,LSU Tigers,1.67
LSU Tigers,South Carolina Gamecocks,FanDuel,h2h,South Carolina Gamecocks,2.25
LSU Tigers,South Carolina Gamecocks,FanDuel,spreads,LSU Tigers,1.87
LSU Tigers,South Carolina Gamecocks,FanDuel,spreads,South Carolina Gamecocks,1.95
LSU Tigers,South Carolina Gamecocks,DraftKings,h2h,LSU Tigers,1.68
LSU Tigers,South Carolina Gamecocks,DraftKings,h2h,South Carolina Gamecocks,2.24
LSU Tigers,South Carolina Gamecocks,DraftKings,spreads,LSU Tigers,1.91
LSU Tigers,South Carolina Gamecocks,DraftKings,spreads,South Carolina Gamecocks,1.91
LSU Tigers,South Carolina Gamecocks,BetUS,h2h,LSU Tigers,1.71
LSU Tigers,South Carolina Gamecocks,BetUS,h2h,South Carolina Gamecocks,2.2
LSU Tigers,South Carolina Gamecocks,BetUS,spreads,LSU Tigers,1.87
LSU Tigers,South Carolina Gamecocks,BetUS,spreads,South Carolina Gamecocks,1.95
LSU Tigers,South Carolina Gamecocks,BetMGM,h2h,LSU Tigers,1.67
LSU Tigers,South Carolina Gamecocks,BetMGM,h2h,South Carolina Gamecocks,2.25
LSU Tigers,South Carolina Gamecocks,BetMGM,spreads,LSU Tigers,1.91
LSU Tigers,South Carolina Gamecocks,BetMGM,spreads,South Carolina Gamecocks,1.91
LSU Tigers,South Carolina Gamecocks,Bovada,h2h,LSU Tigers,1.69
LSU Tigers,South Carolina Gamecocks,Bovada,h2h,South Carolina Gamecocks,2.25
LSU Tigers,South Carolina Gamecocks,Bovada,spreads,LSU Tigers,1.91
LSU Tigers,South Carolina Gamecocks,Bovada,spreads,South Carolina Gamecocks,1.91
LSU Tigers,South Carolina Gamecocks,BetRivers,h2h,LSU Tigers,1.67
LSU Tigers,South Carolina Gamecocks,BetRivers,h2h,South Carolina Gamecocks,2.23
LSU Tigers,South Carolina Gamecocks,BetRivers,spreads,LSU Tigers,1.88
LSU Tigers,South Carolina Gamecocks,BetRivers,spreads,South Carolina Gamecocks,1.93
Marquette Golden Eagles,Seton Hall Pirates,BetOnline.ag,h2h,Marquette Golden Eagles,1.04
Marquette Golden Eagles,Seton Hall Pirates,BetOnline.ag,h2h,Seton Hall Pirates,13.0
Marquette Golden Eagles,Seton Hall Pirates,BetOnline.ag,spreads,Marquette Golden Eagles,1.87
Marquette Golden Eagles,Seton Hall Pirates,BetOnline.ag,spreads,Seton Hall Pirates,1.95
Marquette Golden Eagles,Seton Hall Pirates,LowVig.ag,h2h,Marquette Golden Eagles,1.04
Marquette Golden Eagles,Seton Hall Pirates,LowVig.ag,h2h,Seton Hall Pirates,13.0
Marquette Golden Eagles,Seton Hall Pirates,LowVig.ag,spreads,Marquette Golden Eagles,1.9
Marquette Golden Eagles,Seton Hall Pirates,LowVig.ag,spreads,Seton Hall Pirates,1.99
Marquette Golden Eagles,Seton Hall Pirates,DraftKings,h2h,Marquette Golden Eagles,1.04
Marquette Golden Eagles,Seton Hall Pirates,DraftKings,h2h,Seton Hall Pirates,13.0
Marquette Golden Eagles,Seton Hall Pirates,DraftKings,spreads,Marquette Golden Eagles,1.93
Marquette Golden Eagles,Seton Hall Pirates,DraftKings,spreads,Seton Hall Pirates,1.89
Marquette Golden Eagles,Seton Hall Pirates,FanDuel,h2h,Marquette Golden Eagles,1.02
Marquette Golden Eagles,Seton Hall Pirates,FanDuel,h2h,Seton Hall Pirates,15.0
Marquette Golden Eagles,Seton Hall Pirates,FanDuel,spreads,Marquette Golden Eagles,1.91
Marquette Golden Eagles,Seton Hall Pirates,FanDuel,spreads,Seton Hall Pirates,1.91
Marquette Golden Eagles,Seton Hall Pirates,BetUS,h2h,Marquette Golden Eagles,1.04
Marquette Golden Eagles,Seton Hall Pirates,BetUS,h2h,Seton Hall Pirates,12.27
Marquette Golden Eagles,Seton Hall Pirates,BetUS,spreads,Marquette Golden Eagles,1.87
Marquette Golden Eagles,Seton Hall Pirates,BetUS,spreads,Seton Hall Pirates,1.95
Marquette Golden Eagles,Seton Hall Pirates,BetMGM,h2h,Marquette Golden Eagles,1.04
Marquette Golden Eagles,Seton Hall Pirates,BetMGM,h2h,Seton Hall Pirates,12.0
Marquette Golden Eagles,Seton Hall Pirates,BetMGM,spreads,Marquette Golden Eagles,1.91
Marquette Golden Eagles,Seton Hall Pirates,BetMGM,spreads,Seton Hall Pirates,1.91
Marquette Golden Eagles,Seton Hall Pirates,Bovada,h2h,Marquette Golden Eagles,1.04
Marquette Golden Eagles,Seton Hall Pirates,Bovada,h2h,Seton Hall Pirates,12.0
Marquette Golden Eagles,Seton Hall Pirates,Bovada,spreads,Marquette Golden Eagles,1.91
Marquette Golden Eagles,Seton Hall Pirates,Bovada,spreads,Seton Hall Pirates,1.91
Marquette Golden Eagles,Seton Hall Pirates,BetRivers,h2h,Marquette Golden Eagles,1.03
Marquette Golden Eagles,Seton Hall Pirates,BetRivers,h2h,Seton Hall Pirates,13.0
Marquette Golden Eagles,Seton Hall Pirates,BetRivers,spreads,Marquette Golden Eagles,1.92
Marquette Golden Eagles,Seton Hall Pirates,BetRivers,spreads,Seton Hall Pirates,1.89
UCLA Bruins,Minnesota Golden Gophers,BetOnline.ag,h2h,Minnesota Golden Gophers,6.9
UCLA Bruins,Minnesota Golden Gophers,BetOnline.ag,h2h,UCLA Bruins,1.12
UCLA Bruins,Minnesota Golden Gophers,BetOnline.ag,spreads,Minnesota Golden Gophers,1.87
UCLA Bruins,Minnesota Golden Gophers,BetOnline.ag,spreads,UCLA Bruins,1.95
UCLA Bruins,Minnesota Golden Gophers,LowVig.ag,h2h,Minnesota Golden Gophers,6.9
UCLA Bruins,Minnesota Golden Gophers,LowVig.ag,h2h,UCLA Bruins,1.12
UCLA Bruins,Minnesota Golden Gophers,LowVig.ag,spreads,Minnesota Golden Gophers,1.9
UCLA Bruins,Minnesota Golden Gophers,LowVig.ag,spreads,UCLA Bruins,1.99
UCLA Bruins,Minnesota Golden Gophers,FanDuel,h2h,Minnesota Golden Gophers,6.3
UCLA Bruins,Minnesota Golden Gophers,FanDuel,h2h,UCLA Bruins,1.12
UCLA Bruins,Minnesota Golden Gophers,FanDuel,spreads,Minnesota Golden Gophers,1.95
UCLA Bruins,Minnesota Golden Gophers,FanDuel,spreads,UCLA Bruins,1.87
UCLA Bruins,Minnesota Golden Gophers,DraftKings,h2h,Minnesota Golden Gophers,6.75
UCLA Bruins,Minnesota Golden Gophers,DraftKings,h2h,UCLA Bruins,1.12
UCLA Bruins,Minnesota Golden Gophers,DraftKings,spreads,Minnesota Golden Gophers,1.89
UCLA Bruins,Minnesota Golden Gophers,DraftKings,spreads,UCLA Bruins,1.93
UCLA Bruins,Minnesota Golden Gophers,BetUS,h2h,Minnesota Golden Gophers,6.6
UCLA Bruins,Minnesota Golden Gophers,BetUS,h2h,UCLA Bruins,1.12
UCLA Bruins,Minnesota Golden Gophers,BetUS,spreads,Minnesota Golden Gophers,1.91
UCLA Bruins,Minnesota Golden Gophers,BetUS,spreads,UCLA Bruins,1.91
UCLA Bruins,Minnesota Golden Gophers,BetMGM,h2h,Minnesota Golden Gophers,6.75
UCLA Bruins,Minnesota Golden Gophers,BetMGM,h2h,UCLA Bruins,1.11
UCLA Bruins,Minnesota Golden Gophers,BetMGM,spreads,Minnesota Golden Gophers,1.91
UCLA Bruins,Minnesota Golden Gophers,BetMGM,spreads,UCLA Bruins,1.91
UCLA Bruins,Minnesota Golden Gophers,Bovada,h2h,Minnesota Golden Gophers,6.5
UCLA Bruins,Minnesota Golden Gophers,Bovada,h2h,UCLA Bruins,1.12
UCLA Bruins,Minnesota Golden Gophers,Bovada,spreads,Minnesota Golden Gophers,1.87
UCLA Bruins,Minnesota Golden Gophers,Bovada,spreads,UCLA Bruins,1.95
UCLA Bruins,Minnesota Golden Gophers,BetRivers,h2h,Minnesota Golden Gophers,6.0
UCLA Bruins,Minnesota Golden Gophers,BetRivers,h2h,UCLA Bruins,1.14
UCLA Bruins,Minnesota Golden Gophers,BetRivers,spreads,Minnesota Golden Gophers,1.88
UCLA Bruins,Minnesota Golden Gophers,BetRivers,spreads,UCLA Bruins,1.93
San Diego St Aztecs,Fresno St Bulldogs,BetOnline.ag,spreads,Fresno St Bulldogs,1.91
San Diego St Aztecs,Fresno St Bulldogs,BetOnline.ag,spreads,San Diego St Aztecs,1.91
San Diego St Aztecs,Fresno St Bulldogs,LowVig.ag,spreads,Fresno St Bulldogs,1.94
San Diego St Aztecs,Fresno St Bulldogs,LowVig.ag,spreads,San Diego St Aztecs,1.94
San Diego St Aztecs,Fresno St Bulldogs,FanDuel,h2h,Fresno St Bulldogs,13.8
San Diego St Aztecs,Fresno St Bulldogs,FanDuel,h2h,San Diego St Aztecs,1.03
San Diego St Aztecs,Fresno St Bulldogs,FanDuel,spreads,Fresno St Bulldogs,1.98
San Diego St Aztecs,Fresno St Bulldogs,FanDuel,spreads,San Diego St Aztecs,1.83
San Diego St Aztecs,Fresno St Bulldogs,DraftKings,h2h,Fresno St Bulldogs,13.0
San Diego St Aztecs,Fresno St Bulldogs,DraftKings,h2h,San Diego St Aztecs,1.04
San Diego St Aztecs,Fresno St Bulldogs,DraftKings,spreads,Fresno St Bulldogs,1.93
San Diego St Aztecs,Fresno St Bulldogs,DraftKings,spreads,San Diego St Aztecs,1.89
San Diego St Aztecs,Fresno St Bulldogs,BetUS,h2h,Fresno St Bulldogs,12.75
San Diego St Aztecs,Fresno St Bulldogs,BetUS,h2h,San Diego St Aztecs,1.04
San Diego St Aztecs,Fresno St Bulldogs,BetUS,spreads,Fresno St Bulldogs,1.91
San Diego St Aztecs,Fresno St Bulldogs,BetUS,spreads,San Diego St Aztecs,1.91
San Diego St Aztecs,Fresno St Bulldogs,BetMGM,h2h,Fresno St Bulldogs,13.0
San Diego St Aztecs,Fresno St Bulldogs,BetMGM,h2h,San Diego St Aztecs,1.03
San Diego St Aztecs,Fresno St Bulldogs,BetMGM,spreads,Fresno St Bulldogs,1.95
San Diego St Aztecs,Fresno St Bulldogs,BetMGM,spreads,San Diego St Aztecs,1.87
San Diego St Aztecs,Fresno St Bulldogs,Bovada,h2h,Fresno St Bulldogs,12.5
San Diego St Aztecs,Fresno St Bulldogs,Bovada,h2h,San Diego St Aztecs,1.03
San Diego St Aztecs,Fresno St Bulldogs,Bovada,spreads,Fresno St Bulldogs,1.95
San Diego St Aztecs,Fresno St Bulldogs,Bovada,spreads,San Diego St Aztecs,1.87
San Diego St Aztecs,Fresno St Bulldogs,BetRivers,h2h,Fresno St Bulldogs,17.0
San Diego St Aztecs,Fresno St Bulldogs,BetRivers,h2h,San Diego St Aztecs,1.01
San Diego St Aztecs,Fresno St Bulldogs,BetRivers,spreads,Fresno St Bulldogs,1.88
San Diego St Aztecs,Fresno St Bulldogs,BetRivers,spreads,San Diego St Aztecs,1.93
Army Knights,American Eagles,FanDuel,h2h,American Eagles,1.93
Army Knights,American Eagles,FanDuel,h2h,Army Knights,1.9
Army Knights,American Eagles,FanDuel,spreads,American Eagles,1.85
Army Knights,American Eagles,FanDuel,spreads,Army Knights,1.96
Holy Cross Crusaders,Lafayette Leopards,FanDuel,h2h,Holy Cross Crusaders,1.96
Holy Cross Crusaders,Lafayette Leopards,FanDuel,h2h,Lafayette Leopards,1.87
Holy Cross Crusaders,Lafayette Leopards,FanDuel,spreads,Holy Cross Crusaders,1.87
Holy Cross Crusaders,Lafayette Leopards,FanDuel,spreads,Lafayette Leopards,1.95
VCU Rams,Massachusetts Minutemen,BetOnline.ag,spreads,Massachusetts Minutemen,1.91
VCU Rams,Massachusetts Minutemen,BetOnline.ag,spreads,VCU Rams,1.91
VCU Rams,Massachusetts Minutemen,LowVig.ag,spreads,Massachusetts Minutemen,1.94
VCU Rams,Massachusetts Minutemen,LowVig.ag,spreads,VCU Rams,1.94
VCU Rams,Massachusetts Minutemen,FanDuel,h2h,Massachusetts Minutemen,12.0
VCU Rams,Massachusetts Minutemen,FanDuel,h2h,VCU Rams,1.04
VCU Rams,Massachusetts Minutemen,FanDuel,spreads,Massachusetts Minutemen,1.98
VCU Rams,Massachusetts Minutemen,FanDuel,spreads,VCU Rams,1.83
VCU Rams,Massachusetts Minutemen,DraftKings,h2h,Massachusetts Minutemen,11.0
VCU Rams,Massachusetts Minutemen,DraftKings,h2h,VCU Rams,1.06
VCU Rams,Massachusetts Minutemen,DraftKings,spreads,Massachusetts Minutemen,1.89
VCU Rams,Massachusetts Minutemen,DraftKings,spreads,VCU Rams,1.93
VCU Rams,Massachusetts Minutemen,BetUS,spreads,Massachusetts Minutemen,1.91
VCU Rams,Massachusetts Minutemen,BetUS,spreads,VCU Rams,1.91
VMI Keydets,Wofford Terriers,BetOnline.ag,spreads,VMI Keydets,1.91
VMI Keydets,Wofford Terriers,BetOnline.ag,spreads,Wofford Terriers,1.91
VMI Keydets,Wofford Terriers,LowVig.ag,spreads,VMI Keydets,1.94
VMI Keydets,Wofford Terriers,LowVig.ag,spreads,Wofford Terriers,1.94
VMI Keydets,Wofford Terriers,FanDuel,h2h,VMI Keydets,3.1
VMI Keydets,Wofford Terriers,FanDuel,h2h,Wofford Terriers,1.38
VMI Keydets,Wofford Terriers,FanDuel,spreads,VMI Keydets,1.87
VMI Keydets,Wofford Terriers,FanDuel,spreads,Wofford Terriers,1.95
VMI Keydets,Wofford Terriers,DraftKings,h2h,VMI Keydets,3.2
VMI Keydets,Wofford Terriers,DraftKings,h2h,Wofford Terriers,1.37
VMI Keydets,Wofford Terriers,DraftKings,spreads,VMI Keydets,1.98
VMI Keydets,Wofford Terriers,DraftKings,spreads,Wofford Terriers,1.85
VMI Keydets,Wofford Terriers,BetUS,spreads,VMI Keydets,1.91
VMI Keydets,Wofford Terriers,BetUS,spreads,Wofford Terriers,1.91
La Salle Explorers,Richmond Spiders,BetOnline.ag,spreads,La Salle Explorers,1.91
La Salle Explorers,Richmond Spiders,BetOnline.ag,spreads,Richmond Spiders,1.91
La Salle Explorers,Richmond Spiders,LowVig.ag,spreads,La Salle Explorers,1.94
La Salle Explorers,Richmond Spiders,LowVig.ag,spreads,Richmond Spiders,1.94
La Salle Explorers,Richmond Spiders,FanDuel,h2h,La Salle Explorers,1.56
La Salle Explorers,Richmond Spiders,FanDuel,h2h,Richmond Spiders,2.46
La Salle Explorers,Richmond Spiders,FanDuel,spreads,La Salle Explorers,1.83
La Salle Explorers,Richmond Spiders,FanDuel,spreads,Richmond Spiders,1.98
La Salle Explorers,Richmond Spiders,DraftKings,h2h,La Salle Explorers,1.51
La Salle Explorers,Richmond Spiders,DraftKings,h2h,Richmond Spiders,2.64
La Salle Explorers,Richmond Spiders,DraftKings,spreads,La Salle Explorers,1.93
La Salle Explorers,Richmond Spiders,DraftKings,spreads,Richmond Spiders,1.89
La Salle Explorers,Richmond Spiders,BetRivers,h2h,La Salle Explorers,1.55
La Salle Explorers,Richmond Spiders,BetRivers,h2h,Richmond Spiders,2.5
La Salle Explorers,Richmond Spiders,BetRivers,spreads,La Salle Explorers,1.92
La Salle Explorers,Richmond Spiders,BetRivers,spreads,Richmond Spiders,1.89
La Salle Explorers,Richmond Spiders,BetUS,spreads,La Salle Explorers,1.91
La Salle Explorers,Richmond Spiders,BetUS,spreads,Richmond Spiders,1.91
Penn State Nittany Lions,Nebraska Cornhuskers,BetOnline.ag,spreads,Nebraska Cornhuskers,1.91
Penn State Nittany Lions,Nebraska Cornhuskers,BetOnline.ag,spreads,Penn State Nittany Lions,1.91
Penn State Nittany Lions,Nebraska Cornhuskers,LowVig.ag,spreads,Nebraska Cornhuskers,1.94
Penn State Nittany Lions,Nebraska Cornhuskers,LowVig.ag,spreads,Penn State Nittany Lions,1.94
Penn State Nittany Lions,Nebraska Cornhuskers,FanDuel,h2h,Nebraska Cornhuskers,1.88
Penn State Nittany Lions,Nebraska Cornhuskers,FanDuel,h2h,Penn State Nittany Lions,1.94
Penn State Nittany Lions,Nebraska Cornhuskers,FanDuel,spreads,Nebraska Cornhuskers,1.96
Penn State Nittany Lions,Nebraska Cornhuskers,FanDuel,spreads,Penn State Nittany Lions,1.85
Penn State Nittany Lions,Nebraska Cornhuskers,DraftKings,h2h,Nebraska Cornhuskers,1.83
Penn State Nittany Lions,Nebraska Cornhuskers,DraftKings,h2h,Penn State Nittany Lions,2.0
Penn State Nittany Lions,Nebraska Cornhuskers,DraftKings,spreads,Nebraska Cornhuskers,1.95
Penn State Nittany Lions,Nebraska Cornhuskers,DraftKings,spreads,Penn State Nittany Lions,1.87
Penn State Nittany Lions,Nebraska Cornhuskers,BetRivers,h2h,Nebraska Cornhuskers,1.88
Penn State Nittany Lions,Nebraska Cornhuskers,BetRivers,h2h,Penn State Nittany Lions,1.93
Penn State Nittany Lions,Nebraska Cornhuskers,BetRivers,spreads,Nebraska Cornhuskers,2.02
Penn State Nittany Lions,Nebraska Cornhuskers,BetRivers,spreads,Penn State Nittany Lions,1.81
Penn State Nittany Lions,Nebraska Cornhuskers,BetUS,spreads,Nebraska Cornhuskers,1.91
Penn State Nittany Lions,Nebraska Cornhuskers,BetUS,spreads,Penn State Nittany Lions,1.91
Charlotte 49ers,Temple Owls,BetOnline.ag,spreads,Charlotte 49ers,1.87
Charlotte 49ers,Temple Owls,BetOnline.ag,spreads,Temple Owls,1.95
Charlotte 49ers,Temple Owls,LowVig.ag,spreads,Charlotte 49ers,1.9
Charlotte 49ers,Temple Owls,LowVig.ag,spreads,Temple Owls,1.99
Charlotte 49ers,Temple Owls,FanDuel,h2h,Charlotte 49ers,1.93
Charlotte 49ers,Temple Owls,FanDuel,h2h,Temple Owls,1.9
Charlotte 49ers,Temple Owls,FanDuel,spreads,Charlotte 49ers,1.85
Charlotte 49ers,Temple Owls,FanDuel,spreads,Temple Owls,1.96
Charlotte 49ers,Temple Owls,DraftKings,h2h,Charlotte 49ers,1.95
Charlotte 49ers,Temple Owls,DraftKings,h2h,Temple Owls,1.87
Charlotte 49ers,Temple Owls,DraftKings,spreads,Charlotte 49ers,1.83
Charlotte 49ers,Temple Owls,DraftKings,spreads,Temple Owls,2.0
Charlotte 49ers,Temple Owls,BetUS,spreads,Charlotte 49ers,1.87
Charlotte 49ers,Temple Owls,BetUS,spreads,Temple Owls,1.95
Chattanooga Mocs,Western Carolina Catamounts,BetOnline.ag,spreads,Chattanooga Mocs,1.91
Chattanooga Mocs,Western Carolina Catamounts,BetOnline.ag,spreads,Western Carolina Catamounts,1.91
Chattanooga Mocs,Western Carolina Catamounts,LowVig.ag,spreads,Chattanooga Mocs,1.94
Chattanooga Mocs,Western Carolina Catamounts,LowVig.ag,spreads,Western Carolina Catamounts,1.94
Chattanooga Mocs,Western Carolina Catamounts,DraftKings,h2h,Chattanooga Mocs,1.05
Chattanooga Mocs,Western Carolina Catamounts,DraftKings,h2h,Western Carolina Catamounts,12.0
Chattanooga Mocs,Western Carolina Catamounts,DraftKings,spreads,Chattanooga Mocs,1.91
Chattanooga Mocs,Western Carolina Catamounts,DraftKings,spreads,Western Carolina Catamounts,1.91
Chattanooga Mocs,Western Carolina Catamounts,BetUS,spreads,Chattanooga Mocs,1.91
Chattanooga Mocs,Western Carolina Catamounts,BetUS,spreads,Western Carolina Catamounts,1.91
West Virginia Mountaineers,Cincinnati Bearcats,BetOnline.ag,spreads,Cincinnati Bearcats,1.91
West Virginia Mountaineers,Cincinnati Bearcats,BetOnline.ag,spreads,West Virginia Mountaineers,1.91
West Virginia Mountaineers,Cincinnati Bearcats,LowVig.ag,spreads,Cincinnati Bearcats,1.94
West Virginia Mountaineers,Cincinnati Bearcats,LowVig.ag,spreads,West Virginia Mountaineers,1.94
West Virginia Mountaineers,Cincinnati Bearcats,FanDuel,h2h,Cincinnati Bearcats,2.46
West Virginia Mountaineers,Cincinnati Bearcats,FanDuel,h2h,West Virginia Mountaineers,1.56
West Virginia Mountaineers,Cincinnati Bearcats,FanDuel,spreads,Cincinnati Bearcats,1.95
West Virginia Mountaineers,Cincinnati Bearcats,FanDuel,spreads,West Virginia Mountaineers,1.87
West Virginia Mountaineers,Cincinnati Bearcats,DraftKings,h2h,Cincinnati Bearcats,2.6
West Virginia Mountaineers,Cincinnati Bearcats,DraftKings,h2h,West Virginia Mountaineers,1.52
West Virginia Mountaineers,Cincinnati Bearcats,DraftKings,spreads,Cincinnati Bearcats,1.98
West Virginia Mountaineers,Cincinnati Bearcats,DraftKings,spreads,West Virginia Mountaineers,1.85
West Virginia Mountaineers,Cincinnati Bearcats,BetRivers,h2h,Cincinnati Bearcats,2.6
West Virginia Mountaineers,Cincinnati Bearcats,BetRivers,h2h,West Virginia Mountaineers,1.5
West Virginia Mountaineers,Cincinnati Bearcats,BetRivers,spreads,Cincinnati Bearcats,1.91
West Virginia Mountaineers,Cincinnati Bearcats,BetRivers,spreads,West Virginia Mountaineers,1.91
West Virginia Mountaineers,Cincinnati Bearcats,BetUS,spreads,Cincinnati Bearcats,1.91
West Virginia Mountaineers,Cincinnati Bearcats,BetUS,spreads,West Virginia Mountaineers,1.91
Detroit Mercy Titans,IUPUI Jaguars,BetOnline.ag,spreads,Detroit Mercy Titans,1.95
Detroit Mercy Titans,IUPUI Jaguars,BetOnline.ag,spreads,IUPUI Jaguars,1.87
Detroit Mercy Titans,IUPUI Jaguars,LowVig.ag,spreads,Detroit Mercy Titans,1.99
Detroit Mercy Titans,IUPUI Jaguars,LowVig.ag,spreads,IUPUI Jaguars,1.9
Detroit Mercy Titans,IUPUI Jaguars,DraftKings,h2h,Detroit Mercy Titans,1.87
Detroit Mercy Titans,IUPUI Jaguars,DraftKings,h2h,IUPUI Jaguars,1.95
Detroit Mercy Titans,IUPUI Jaguars,DraftKings,spreads,Detroit Mercy Titans,2.0
Detroit Mercy Titans,IUPUI Jaguars,DraftKings,spreads,IUPUI Jaguars,1.83
Detroit Mercy Titans,IUPUI Jaguars,BetUS,spreads,Detroit Mercy Titans,1.95
Detroit Mercy Titans,IUPUI Jaguars,BetUS,spreads,IUPUI Jaguars,1.87
Duquesne Dukes,Fordham Rams,BetOnline.ag,spreads,Duquesne Dukes,1.91
Duquesne Dukes,Fordham Rams,BetOnline.ag,spreads,Fordham Rams,1.91
Duquesne Dukes,Fordham Rams,LowVig.ag,spreads,Duquesne Dukes,1.94
